profile,userid,genres.Action,genres.Adventure,genres.Comedy,genres.Demons,genres.Drama,genres.Fantasy,genres.Game,genres.Historical,genres.Horror,genres.Magic,genres.Mecha,genres.Military,genres.Music,genres.Mystery,genres.Parody,genres.Police,genres.Psychological,genres.Romance,genres.School,genres.Sci-Fi,genres.Seinen,genres.Shoujo,genres.Shounen,genres.Slice of Life,genres.Space,genres.Sports,genres.Super Power,genres.Supernatural,genres.Thriller
Emsavio,6600,37,68,22,3,17,31,3,10,0,7,8,2,1,6,3,1,0,4,0,16,2,1,16,0,3,0,2,6,0
Etyen,6601,3,1,6,0,8,8,2,2,0,0,1,1,88,2,0,0,2,5,5,5,1,4,0,10,0,2,0,0,0
gregaubry,6602,8,6,38,1,8,6,1,0,0,5,1,0,2,2,4,1,0,5,7,4,2,5,6,9,0,3,1,2,0
Shimapan-chan,6603,18,11,69,0,6,11,1,3,0,5,2,1,0,5,10,2,0,5,11,7,4,3,12,12,3,5,0,3,0
YungGoldblumu,6604,49,96,38,5,20,36,2,5,2,12,15,4,1,8,2,2,0,9,0,29,5,6,33,4,8,2,5,10,0
3nokta,6605,30,16,50,2,25,7,4,7,2,3,3,3,1,15,1,1,7,15,16,13,97,0,0,26,5,5,3,10,1
DesuDesu65,6606,20,19,22,2,12,10,5,5,4,0,2,0,2,65,0,6,7,3,4,7,11,3,16,3,0,0,6,19,5
lirisimah,6607,84,21,25,4,14,21,2,2,3,10,19,8,2,9,2,3,1,5,8,26,7,4,21,0,6,4,6,16,1
mamezo,6608,38,36,35,3,20,21,2,2,2,7,17,2,1,5,2,2,3,4,9,34,0,0,76,4,2,12,8,9,0
themoonstear,6609,49,25,23,0,22,10,1,1,1,3,32,11,4,4,2,3,2,11,2,78,2,1,16,3,15,3,6,3,3
PlumAppleJuice,6610,11,0,27,0,12,5,3,0,1,6,0,0,3,1,1,0,1,16,56,4,1,10,10,19,0,7,4,4,0
Funguy24,6611,19,21,12,2,75,11,0,12,4,2,2,6,4,9,0,3,6,17,11,9,11,3,9,15,3,3,0,8,1
Bel_bel_chan,6612,8,13,59,0,7,13,2,1,2,7,3,0,4,2,5,1,1,11,10,6,3,4,12,7,1,4,1,6,0
Jacake_W,6613,24,12,10,0,14,2,0,2,0,0,45,11,1,1,3,3,2,3,1,37,0,1,7,0,11,0,2,0,0
mydearNatsume,6614,27,17,20,1,6,40,4,1,0,53,3,0,1,1,0,1,1,8,4,7,1,10,8,4,1,0,1,9,0
DarlingDezzi,6615,4,1,7,1,7,3,3,0,0,1,0,0,66,0,0,0,0,3,6,2,1,3,1,6,0,1,1,1,0
kid_chaos212,6616,44,18,14,1,14,9,0,0,2,4,66,17,3,3,5,4,8,8,1,49,3,3,11,0,17,0,1,2,0
kleeklee785,6617,18,11,29,4,37,13,1,4,4,9,5,3,7,7,1,3,2,79,24,12,6,12,10,11,2,5,0,6,3
otakushah,6618,20,6,9,1,9,5,1,0,0,2,11,7,6,2,1,2,3,4,1,36,4,1,6,2,6,0,1,1,0
killedbytofu,6619,2,2,4,0,8,4,0,2,0,3,2,2,71,0,1,0,0,4,7,4,0,3,2,10,2,0,0,2,0
NoChance,6620,14,18,87,2,13,14,0,4,1,3,3,1,2,3,3,2,1,10,12,9,13,3,22,16,2,4,4,7,0
Doctor-Doom,6621,42,15,7,1,7,13,4,2,1,3,9,7,0,1,1,0,1,2,1,19,3,1,6,0,2,1,4,5,1
lolishotafan,6622,18,13,26,2,6,27,1,0,1,57,2,1,2,1,4,1,2,9,5,6,2,12,9,8,0,0,4,9,1
Bronzeapollo708,6623,9,2,52,0,1,5,1,2,0,5,5,0,3,0,57,2,0,2,9,8,4,1,2,7,1,0,8,3,0
superhours,6624,5,1,2,0,3,1,0,0,0,0,1,0,44,0,1,0,0,2,1,5,0,1,1,7,1,2,1,2,0
Kyousuke_senpai,6625,2,5,45,2,15,11,0,5,0,5,0,0,10,1,2,0,0,6,24,1,10,8,7,83,0,1,0,6,0
Avgasblomman,6626,5,3,60,1,2,7,1,3,0,5,3,3,3,2,74,0,0,2,7,8,2,1,3,6,1,1,7,3,0
ARZRer,6627,3,2,27,1,5,5,1,0,1,5,1,0,3,2,5,0,1,12,44,1,6,4,9,12,0,5,2,3,0
DeitysDynasty,6628,19,9,33,8,25,40,0,5,2,33,0,0,6,5,0,1,1,28,21,7,0,93,0,14,1,5,1,17,0
xl9,6629,18,20,16,7,8,51,1,2,0,18,1,0,0,0,4,0,1,6,1,5,3,4,11,3,0,0,1,8,1
lolsmasher,6630,48,16,11,3,8,12,2,3,2,12,9,2,0,3,1,2,0,5,2,19,4,1,15,0,5,0,11,11,1
ShAdOw-kun,6631,9,4,8,1,10,8,4,0,0,3,2,3,99,1,0,0,1,8,8,5,1,2,1,12,1,1,0,2,0
Rachoyu,6632,24,14,23,4,6,11,1,0,0,3,8,1,1,3,0,0,0,3,5,11,0,0,42,1,0,5,5,4,0
Meggstir,6633,0,5,43,1,14,5,1,8,0,2,3,1,9,1,1,1,0,13,20,2,11,5,3,86,1,2,0,2,0
Xenure,6634,15,13,65,1,6,10,0,0,1,5,6,0,3,2,11,3,0,9,8,10,4,2,9,5,1,1,3,4,1
Esoterism,6635,4,2,5,1,8,4,3,1,1,0,1,0,69,0,0,0,0,4,5,4,1,5,0,8,0,0,0,0,0
JamesWinter,6636,25,26,12,3,6,53,6,2,1,15,4,3,5,0,1,0,0,3,1,8,1,3,11,1,0,0,3,10,0
ChrisuSenpai,6637,39,9,16,0,6,12,3,1,0,6,4,5,0,5,2,4,0,2,4,11,3,1,11,0,3,2,5,7,0
stevisf,6638,30,17,24,18,12,20,1,6,9,13,0,2,2,4,1,0,4,8,4,6,10,7,17,11,0,0,9,63,2
Chouquette,6639,7,3,33,0,10,1,0,0,1,0,1,4,4,2,4,0,2,11,52,2,7,8,10,14,0,6,4,5,0
muamwa,6640,18,36,7,1,8,16,2,3,0,5,3,0,0,1,0,0,1,6,0,12,3,3,9,1,2,0,3,2,0
kitty_cat212,6641,11,8,31,7,30,28,1,11,0,28,0,2,9,3,1,1,1,35,17,7,0,91,0,18,0,2,2,10,1
AnimeFan5022,6642,25,28,29,6,9,12,0,2,2,5,11,4,1,5,1,2,0,6,8,17,0,0,57,1,2,12,5,9,0
RitaDnz,6643,11,4,25,0,20,0,0,0,0,0,1,0,2,0,1,0,0,5,19,4,5,1,32,5,0,65,0,0,0
PaIadin,6644,30,27,36,2,15,12,1,4,1,8,12,3,0,4,1,3,1,4,10,22,0,0,70,5,4,11,5,9,0
helfarrow20,6645,31,90,33,2,16,33,0,6,2,12,14,6,0,9,0,3,1,9,3,30,8,1,21,4,8,2,2,7,0
Complx,6646,13,8,8,0,51,10,0,6,2,2,3,1,0,8,0,0,5,16,7,11,4,9,7,8,1,3,2,8,2
Wasnbo,6647,20,16,17,5,8,9,2,3,1,4,4,0,1,3,0,1,0,4,5,5,0,0,40,1,0,7,4,9,0
kawaiisammy,6648,7,5,3,2,14,3,1,4,9,0,4,2,1,16,0,4,36,4,2,11,7,1,4,2,1,0,0,13,6
sacchannoarashi,6649,38,28,19,1,19,11,3,2,1,2,33,12,1,5,4,3,3,6,4,88,2,0,23,5,19,3,4,1,0
ReneVLR,6650,16,6,12,2,4,5,0,3,7,2,2,2,1,39,0,3,8,8,0,5,5,1,6,2,0,0,5,17,7
stinghy,6651,15,12,70,1,6,15,1,3,0,5,6,4,0,2,9,0,1,8,6,11,2,5,10,9,3,4,0,5,0
ghostcrawler,6652,6,0,4,1,5,2,1,1,0,1,2,3,74,1,1,0,0,7,3,9,0,4,2,8,2,2,0,1,0
BumbleBee12,6653,4,2,4,1,4,3,3,0,0,3,1,2,74,1,1,0,0,3,8,4,3,5,0,11,3,2,0,2,0
radicalkiwi,6654,31,12,27,10,17,21,0,9,8,7,2,0,1,14,2,0,6,7,11,9,11,3,16,6,2,0,7,76,3
Xiela,6655,17,21,92,2,7,19,1,3,0,9,1,2,2,5,8,3,0,12,13,10,5,5,19,18,3,3,6,10,0
IHauLegend,6656,2,3,56,0,26,8,1,6,0,7,1,1,4,1,1,0,0,9,24,6,5,5,7,100,0,6,0,3,0
Zombiepaper,6657,6,8,40,1,3,7,2,0,1,3,3,0,3,3,4,1,1,3,4,5,1,1,9,5,0,1,1,5,2
HUMANBANANA,6658,21,51,13,2,8,17,0,3,0,3,6,2,0,7,1,2,1,2,0,13,4,1,13,1,4,0,1,1,0
GenericName,6659,14,1,57,1,17,7,3,1,3,5,1,3,8,2,3,0,4,25,97,7,12,11,20,33,0,14,0,13,1
AxelDan,6660,14,9,73,0,7,13,2,3,3,8,3,2,0,1,11,0,1,9,10,7,7,3,17,9,1,4,3,9,0
Tetract,6661,38,26,27,2,16,10,0,1,4,3,22,12,1,4,4,4,4,8,3,82,5,4,17,6,11,2,8,6,0
Vatsal_Jiraiya,6662,24,63,25,2,13,28,1,6,0,11,10,0,3,4,2,2,1,10,1,18,5,5,18,2,4,0,3,5,0
wdffrw,6663,25,30,27,7,14,81,3,6,2,23,2,1,6,3,0,0,1,13,1,13,3,9,19,12,1,0,3,11,0
radbara,6664,29,38,37,6,17,85,2,7,5,25,4,5,1,2,2,0,4,6,6,7,0,8,18,4,0,0,3,14,2
Camewoo,6665,6,2,21,0,11,0,1,0,0,0,0,1,1,0,1,0,0,1,11,2,2,1,18,2,0,41,0,0,0
hopolapopola,6666,25,9,23,13,17,15,1,11,7,7,0,0,1,13,1,0,7,9,6,5,7,5,13,6,0,0,5,63,5
Kyofushibibi,6667,33,74,25,2,18,27,3,3,1,6,7,2,1,5,2,3,1,5,0,25,5,3,21,3,3,0,2,7,1
Shizuku-Kuroneko,6668,64,21,11,2,22,16,3,3,1,3,24,13,6,2,3,1,0,7,1,32,4,2,15,1,14,1,3,7,1
ItsJustColton,6669,50,17,16,5,10,17,1,2,5,7,14,9,1,2,3,1,2,5,4,23,4,0,17,0,3,1,8,10,0
sushiitaco,6670,9,0,56,0,1,6,3,4,2,3,6,0,2,2,66,1,1,0,4,11,6,2,5,5,1,0,9,3,0
OtakuOne,6671,2,0,24,0,3,4,0,2,0,2,2,0,1,0,0,0,0,2,12,5,6,2,3,43,1,3,0,0,0
Honesty,6672,7,2,27,1,5,5,0,1,5,2,2,3,4,2,1,0,0,8,44,3,5,4,15,16,0,4,4,9,1
Jean-Maid,6673,17,14,17,2,7,29,1,1,3,40,0,1,2,1,3,0,1,4,4,1,1,8,6,4,0,0,0,8,0
Kidlike101,6674,3,2,7,2,8,6,1,1,0,2,0,0,98,0,0,0,1,5,7,4,0,6,0,9,1,3,1,2,0
potatofromanime,6675,61,23,9,3,36,16,1,7,3,2,42,87,5,2,1,6,4,8,4,49,14,0,10,1,25,1,1,5,0
Crikital_Hit,6676,14,9,26,7,22,23,0,7,2,20,1,2,8,6,1,0,2,27,11,7,0,72,0,12,0,8,0,9,0
enerjak,6677,21,22,31,2,10,12,6,1,2,3,5,2,0,3,3,3,1,7,12,14,0,0,58,5,1,8,5,10,0
Danadana,6678,60,28,18,0,19,4,0,2,0,1,92,20,2,2,5,4,3,9,1,66,2,2,15,0,14,0,4,1,0
Chakaara,6679,16,15,14,4,80,13,2,12,2,6,6,6,4,7,0,6,3,17,6,12,5,12,13,15,3,5,4,7,2
FrazzleDazzle1,6680,6,3,7,2,10,5,2,2,0,1,5,3,76,1,1,0,1,5,4,6,3,5,1,6,2,1,1,1,0
maliceness,6681,7,4,24,0,17,0,2,0,0,0,0,0,4,1,2,1,1,2,13,5,7,3,30,6,0,56,3,0,0
XiXDeUcEXiX,6682,4,1,8,1,11,6,3,1,0,3,2,2,93,2,3,0,2,11,12,2,0,8,3,14,2,2,0,2,0
Sizniche,6683,4,0,6,0,3,7,2,1,0,0,1,2,62,0,2,0,0,2,4,3,0,2,1,7,1,1,0,0,0
Dragonhart91,6684,22,20,18,4,7,32,1,1,1,56,1,1,3,2,1,0,0,14,9,3,3,15,8,4,0,0,1,11,0
bassem182,6685,46,20,11,0,15,4,1,0,1,0,75,20,4,2,3,2,1,4,0,62,1,1,14,1,20,1,4,0,0
notreallyintoit,6686,68,16,12,7,22,18,3,9,5,10,13,13,4,4,0,5,2,8,2,28,4,1,17,1,4,2,5,13,1
WolfLady,6687,44,97,34,3,20,34,2,8,3,11,9,6,1,8,2,2,1,5,1,24,1,5,28,3,7,0,6,11,0
DarthBob,6688,32,72,31,4,15,31,1,6,3,6,7,1,1,6,1,1,1,4,0,19,3,1,30,3,4,1,4,13,1
Ragnar6645,6689,3,2,10,0,4,5,3,1,0,2,1,2,84,0,0,0,0,5,3,5,1,4,1,5,2,2,0,1,0
badasssasuke,6690,5,3,48,1,0,4,2,4,0,4,3,0,0,1,53,2,0,1,5,6,3,1,1,2,0,0,5,5,0
xOngKox,6691,4,9,27,4,21,15,0,5,1,23,0,0,7,5,1,2,2,32,19,3,0,72,0,12,0,3,1,4,1
Bellflower,6692,6,3,5,0,5,4,1,1,0,2,5,2,52,1,2,0,3,6,5,7,2,4,2,6,3,2,0,2,0
adonix,6693,34,20,19,1,98,11,0,10,1,6,16,13,5,8,0,0,2,16,8,27,3,7,13,14,10,9,5,13,2
ayase-,6694,3,1,5,0,4,7,2,0,1,1,1,1,62,1,2,0,1,5,4,4,1,3,1,3,2,1,0,4,0
Maki_3nzie,6695,16,14,77,1,9,11,2,7,0,7,4,2,1,3,6,2,1,9,11,9,7,3,17,10,1,4,7,6,1
Konpakus_Ghost,6696,4,1,6,2,6,7,1,1,0,4,0,0,94,0,0,0,0,2,7,5,2,5,2,8,1,4,0,2,0
Zinzoo,6697,59,19,19,1,16,13,2,4,2,7,14,9,1,4,2,3,3,9,3,34,5,4,14,2,8,1,6,8,0
Haydos360,6698,14,12,13,3,9,9,1,2,6,2,1,1,0,42,3,7,6,4,5,4,4,2,9,5,1,0,3,13,2
rkuci,6699,2,4,46,0,19,7,0,4,0,2,0,0,7,1,2,0,0,13,32,4,10,7,6,83,1,3,0,1,0
KittyCue,6700,3,0,59,0,16,9,0,5,0,6,0,0,6,2,1,0,0,9,18,4,8,4,10,87,0,1,0,5,0
rosavanwinkle,6701,25,16,21,0,80,10,0,9,5,7,7,8,4,3,0,0,2,19,8,22,6,9,11,11,5,6,1,10,2
shuncchi,6702,38,25,15,0,18,5,0,2,2,1,27,11,2,1,1,3,5,9,1,61,1,1,15,3,13,1,4,2,0
Suppi,6703,15,16,13,0,11,5,1,1,8,2,1,1,0,50,0,7,14,5,4,6,7,1,9,2,1,0,1,16,5
Omfgakitten,6704,22,23,19,8,13,70,3,4,2,14,6,4,0,4,3,0,1,8,0,10,2,5,9,4,0,0,1,13,1
TycoDJ,6705,6,2,6,0,3,5,3,0,1,2,3,2,84,0,0,0,1,5,3,10,0,2,1,2,5,1,1,2,0
Mylaerla,6706,13,10,97,4,10,13,1,4,1,3,3,0,2,2,7,4,1,17,15,10,10,3,14,21,2,5,5,6,1
oTaKu_beN,6707,3,0,9,0,5,3,2,1,0,1,1,0,66,0,2,0,0,3,10,2,2,3,1,9,0,0,0,0,0
bascotie,6708,10,11,67,0,3,10,4,2,1,4,5,1,0,1,6,3,0,5,9,10,2,3,10,15,2,5,3,2,0
tameiiki,6709,20,23,32,2,9,19,2,3,2,6,7,2,0,8,1,5,1,4,6,12,0,0,60,2,3,11,4,7,1
lj167,6710,17,5,35,1,20,0,1,3,0,0,2,1,3,1,0,1,0,3,23,4,6,2,36,4,0,90,1,1,0
SuperANON,6711,5,3,12,0,9,2,1,0,0,2,2,0,83,1,1,1,1,7,7,8,0,2,2,10,0,0,1,3,0
saphireth,6712,25,21,20,5,92,20,1,15,3,5,5,6,4,8,0,2,9,19,8,18,6,7,14,16,5,4,1,10,1
Misticaltom,6713,16,14,56,2,5,10,2,0,1,1,1,1,4,0,1,0,1,5,6,12,2,2,10,11,1,1,4,8,1
Delivra,6714,25,16,10,0,9,6,4,0,1,2,17,6,1,2,4,1,3,4,2,46,0,1,12,0,7,0,1,3,0
PauseandSelect,6715,18,15,20,0,83,11,2,11,2,3,6,11,5,3,1,3,6,17,10,15,8,6,9,18,7,10,2,10,4
SekaiClassOtaku,6716,1,2,4,0,6,7,1,1,0,1,0,0,37,0,0,0,0,4,3,2,1,1,1,7,0,0,0,0,0
sofabulous,6717,4,3,10,1,8,6,0,1,0,3,1,0,81,1,1,0,1,4,3,6,0,5,2,9,0,3,2,4,0
khunter,6718,16,21,98,1,14,10,3,3,4,8,10,2,4,3,12,1,3,13,7,18,10,2,17,17,3,4,2,9,1
Thatguysproblem1,6719,95,33,27,6,17,30,8,4,6,10,18,14,2,8,3,2,1,10,4,30,13,2,23,3,6,4,6,18,3
mayo134,6720,1,1,25,0,5,2,0,2,0,0,1,0,6,0,0,0,0,3,8,2,9,2,2,48,0,4,0,2,0
WindyWayL,6721,11,9,54,2,7,6,2,3,0,4,2,0,4,1,6,1,0,2,10,7,9,2,12,12,1,4,1,8,0
Dae_Lhach,6722,3,3,40,1,27,8,0,4,0,4,0,1,3,2,1,0,2,15,26,2,11,4,6,81,0,5,0,7,0
MrConnman123,6723,5,1,7,0,7,2,1,0,0,0,3,2,49,2,0,0,0,3,4,4,1,3,0,5,1,0,0,1,0
ragemon65,6724,33,38,28,8,16,88,7,3,5,20,1,3,1,4,3,0,0,14,3,7,4,5,16,4,1,0,2,20,0
yzarcxob,6725,5,1,9,0,16,6,0,2,0,3,3,1,82,0,0,0,0,8,4,7,2,8,1,10,1,2,2,3,0
Odgibson,6726,7,6,7,3,21,7,0,43,0,2,1,5,1,2,0,0,1,6,1,3,4,3,3,7,0,0,1,5,0
chuuzenjis,6727,13,18,80,1,7,5,1,1,4,5,4,2,1,8,10,3,1,4,6,13,4,7,15,14,3,2,1,6,1
Injection,6728,2,0,5,0,7,6,2,0,0,2,0,0,74,0,0,0,0,4,6,2,1,5,3,7,0,0,1,0,0
mayness,6729,27,17,12,2,11,6,0,1,2,1,19,12,2,3,2,5,2,7,2,58,4,1,12,2,14,2,4,3,1
ghstindashamploo,6730,41,33,49,5,19,20,6,3,1,2,16,4,1,5,3,2,3,13,17,32,0,0,98,9,6,13,11,11,0
kawaiicatt,6731,33,19,31,1,10,1,0,0,1,1,18,6,1,19,1,64,7,1,1,26,9,1,17,3,0,1,1,2,3
TheHarambe027,6732,6,8,42,3,6,7,0,3,1,3,1,1,2,3,3,1,0,9,4,2,3,4,13,9,0,2,1,8,0
Mitsjol,6733,2,0,6,2,5,6,1,0,1,2,1,0,73,0,0,0,1,4,7,7,1,4,2,10,0,0,0,1,0
wolfkyle,6734,1,2,32,1,14,5,0,5,0,4,1,1,5,2,4,2,1,7,14,2,7,3,4,63,1,1,1,3,0
alysael,6735,34,23,11,2,14,8,0,1,1,0,19,9,2,2,1,3,1,6,3,60,3,2,9,0,13,1,3,4,1
lavaoutpour,6736,17,18,13,3,19,6,1,3,9,2,3,3,0,60,0,11,16,5,4,11,9,2,13,4,1,0,4,15,5
Moe_VII,6737,3,0,5,0,2,1,0,0,0,1,0,0,45,0,2,0,1,2,4,3,0,2,0,3,1,0,0,0,0
cloudisu,6738,51,17,15,3,9,9,0,3,1,2,20,11,2,2,2,1,1,6,1,26,6,0,10,0,3,0,1,7,1
Nite290,6739,1,3,40,0,19,8,2,5,0,7,0,1,7,3,1,0,0,12,14,6,6,5,6,72,1,1,0,9,0
Te-nori-Taiga,6740,35,11,8,4,5,9,1,0,1,1,8,3,1,6,2,3,2,0,1,15,7,1,5,1,2,1,4,5,0
raisin-kun,6741,12,12,58,1,5,9,1,4,1,5,3,1,2,1,3,1,0,8,10,9,11,3,12,13,2,5,2,5,0
Cowception,6742,2,1,51,0,23,11,1,5,1,6,2,1,9,1,1,0,1,12,18,5,10,10,8,89,1,3,0,6,0
YBzSerenity,6743,5,6,17,5,11,14,0,1,2,20,1,0,8,1,0,1,1,17,10,1,0,44,0,6,0,2,0,7,0
Kei_z,6744,4,1,6,3,4,3,0,0,1,1,2,0,38,2,0,0,1,2,3,4,1,5,1,1,0,0,0,2,0
asahi22,6745,14,21,84,4,8,15,1,3,1,6,4,0,2,6,14,3,1,8,14,11,5,4,19,17,1,4,6,5,0
kaminekko,6746,25,51,23,1,8,13,0,2,0,8,9,2,0,7,0,1,0,3,0,16,4,2,14,3,2,0,1,4,0
Kinzo,6747,7,3,68,0,0,9,2,5,1,8,6,3,0,3,81,0,1,6,12,9,1,1,5,4,2,0,7,3,0
Electricgrooves,6748,12,9,63,3,2,11,0,4,0,6,4,2,3,1,7,0,0,4,10,7,8,4,12,16,0,4,2,8,0
Sumea,6749,5,4,16,2,12,12,0,1,1,13,1,0,5,1,1,0,2,16,8,3,0,43,0,6,0,1,1,5,1
Nicoto,6750,46,11,7,0,10,14,0,3,2,3,9,6,1,3,0,4,3,2,3,14,5,1,10,2,2,3,6,5,2
SuckMyPvPness,6751,52,19,13,4,6,16,1,3,3,6,14,10,1,4,1,0,0,3,4,16,4,2,14,1,4,1,2,6,0
Lakaiforever,6752,36,24,42,1,10,3,0,0,3,2,22,5,1,34,1,82,8,4,0,32,3,0,26,0,1,1,0,4,2
HughesyV,6753,18,12,14,1,67,11,2,12,4,6,6,9,6,7,0,0,4,17,7,12,5,7,8,13,6,6,0,7,3
Nullcollision,6754,20,18,100,3,13,16,2,4,1,10,10,2,2,5,12,1,0,11,13,16,10,4,15,22,4,8,9,6,0
TheFreycook,6755,33,20,11,0,10,3,1,1,2,1,30,6,4,3,1,1,5,4,0,57,2,1,9,5,12,0,1,0,0
Erhendil,6756,18,20,11,3,5,39,1,1,0,8,2,0,1,1,1,0,1,4,1,4,0,3,5,2,0,0,2,6,1
superbabilon,6757,32,18,8,0,20,2,0,0,1,0,28,22,3,0,0,1,0,5,0,54,4,0,8,6,59,0,0,0,0
Dedicance,6758,40,25,22,1,18,2,1,1,1,2,23,10,3,0,1,1,3,8,6,77,3,2,10,4,13,0,7,6,0
domokun1134,6759,18,8,12,7,7,13,0,2,4,6,0,0,0,7,1,1,4,5,7,2,2,1,8,5,1,0,2,36,1
Bentokey,6760,7,10,29,10,21,20,0,7,0,25,1,0,11,3,1,0,1,26,15,4,0,71,0,20,0,2,0,9,0
Smudger,6761,23,33,24,5,17,76,1,3,3,21,3,3,2,2,2,1,1,7,5,9,2,8,13,6,1,1,3,8,0
mosenpai,6762,16,9,7,4,6,10,0,1,39,2,1,1,0,4,0,1,5,2,4,8,3,0,3,0,2,0,1,16,4
RandyFap,6763,2,1,40,0,12,7,1,1,0,4,1,1,9,0,2,0,0,8,18,4,9,5,3,74,1,3,0,5,0
ItzYaBoiSatan,6764,28,21,28,3,11,34,0,3,0,56,2,2,0,0,0,0,0,11,4,8,1,15,13,3,0,0,4,5,1
xxnecroxx,6765,9,1,2,2,13,3,4,1,6,2,7,3,2,13,1,4,35,3,3,13,4,0,2,1,1,0,0,7,5
CorruptedxCookie,6766,5,3,11,0,9,8,4,1,0,3,3,3,89,1,1,0,0,11,8,7,0,2,3,8,1,0,0,0,0
Felizias,6767,41,34,41,7,13,27,6,2,1,11,8,0,0,3,2,3,2,9,9,19,0,0,79,2,3,13,6,13,0
heilokchow,6768,47,95,41,7,20,41,1,11,2,10,14,1,1,10,0,2,1,10,1,28,9,2,32,2,5,2,4,17,0
dbzadi,6769,17,12,77,0,7,10,1,4,2,4,3,4,2,4,8,4,0,10,15,5,4,5,11,19,1,1,2,7,0
Meldoy,6770,6,7,48,0,10,8,0,0,0,3,2,1,2,2,2,0,0,9,7,3,3,5,8,16,1,4,0,1,0
mares1221,6771,4,2,12,1,9,9,1,1,1,4,2,0,96,2,1,0,2,11,3,9,1,3,2,7,2,2,1,1,0
imjusthungry,6772,2,2,53,4,20,5,0,4,1,4,0,0,5,3,0,1,1,14,25,2,7,7,9,95,0,3,0,8,0
Kams335,6773,27,9,54,3,24,11,0,5,7,6,4,8,1,12,2,3,3,12,23,13,95,0,0,28,6,6,1,19,0
Kamikazechino,6774,39,17,12,0,15,5,0,1,0,1,60,14,3,0,5,5,5,5,3,49,3,1,12,0,12,1,3,1,0
Dr_Jan_Itor_List,6775,1,4,47,0,18,9,1,3,0,6,3,0,9,1,1,0,0,10,21,11,9,8,11,91,2,2,0,3,0
kitbikyuu,6776,6,2,31,0,3,3,1,0,1,3,0,0,2,2,1,0,0,9,46,3,1,5,15,15,0,6,3,4,0
RaurosFalls,6777,31,26,36,5,12,15,6,3,1,3,8,3,0,6,1,2,0,10,9,21,0,0,73,3,8,7,8,10,0
Eric_Gong,6778,49,31,10,0,35,2,2,0,1,0,40,37,6,2,1,0,3,9,0,77,3,0,13,0,90,0,0,0,0
chacharoux,6779,58,26,18,4,14,18,0,3,3,12,13,9,0,2,0,4,2,6,2,30,7,1,12,0,7,3,6,7,0
Dizs,6780,33,28,22,0,17,76,5,5,1,15,3,4,6,4,7,0,2,5,2,10,2,2,18,6,0,0,9,5,1
59adnapaka,6781,30,16,8,0,21,0,0,0,2,0,25,21,2,0,2,0,0,4,1,48,3,0,10,2,53,0,1,0,0
inkyinkyfingers,6782,65,21,20,1,13,18,1,2,0,6,18,7,0,4,2,6,2,6,3,29,5,3,16,2,6,0,7,3,0
Neopunk3030,6783,18,11,25,9,13,18,0,4,8,12,1,3,1,5,2,0,4,11,5,5,9,4,11,4,2,0,4,55,4
pumpkinboy,6784,17,9,11,0,6,7,1,1,2,5,12,4,4,1,1,2,3,7,1,40,2,0,4,0,5,0,3,2,0
SirRocketJumper,6785,1,2,45,2,21,7,1,2,0,1,1,0,6,0,0,0,1,11,13,7,8,8,5,84,0,2,0,4,0
melancholylover,6786,1,1,11,0,8,6,1,1,0,2,0,1,80,0,1,0,0,2,5,2,1,6,0,14,0,1,0,2,0
100gates,6787,25,24,18,5,7,63,3,5,3,14,5,2,4,2,3,0,1,5,4,8,3,10,7,3,0,0,1,13,0
PrinxePuri,6788,21,15,19,3,11,11,2,4,4,3,0,1,0,47,0,7,3,3,2,7,6,1,13,2,1,0,3,10,2
obi--one,6789,19,2,49,0,19,6,1,3,0,7,3,4,8,1,3,0,0,25,81,7,9,9,16,34,0,7,5,7,0
iChanelCoco,6790,9,8,38,1,6,6,1,0,1,2,1,0,1,3,3,1,1,1,6,4,3,0,11,5,0,5,2,5,0
awesomeanime2014,6791,1,3,33,0,14,5,0,5,0,2,0,2,6,3,0,0,2,9,16,4,11,3,7,63,0,2,1,3,0
pizazzchica3579,6792,35,38,30,3,15,88,5,6,5,24,3,1,2,4,1,1,1,10,5,8,1,9,17,7,0,0,2,15,0
bunggigi,6793,21,41,11,2,5,9,2,3,3,2,8,3,0,1,0,4,1,4,2,18,2,0,13,0,4,0,1,6,0
Qaiz,6794,10,12,31,1,23,7,1,4,1,8,3,2,4,2,2,0,3,61,11,9,5,9,8,9,1,1,2,13,0
DHKany,6795,8,13,6,2,15,9,1,37,2,3,2,3,0,0,2,0,0,5,0,0,2,5,0,5,0,0,0,6,1
xPhantomhive,6796,23,18,17,2,5,51,5,1,2,11,2,0,2,0,3,0,1,5,3,8,1,7,8,1,1,0,2,7,0
Spidermanisgay,6797,20,21,100,2,9,13,2,3,1,3,2,0,6,7,6,4,1,9,6,11,12,5,18,21,2,4,5,10,0
arise_viento,6798,11,13,14,3,26,10,1,65,2,1,0,5,0,2,0,0,1,9,0,0,5,4,5,8,0,1,1,12,1
TransientCrow,6799,44,35,47,4,10,21,4,5,2,7,21,4,2,11,2,4,3,8,11,30,0,0,94,5,8,14,6,10,3
Duplicate,6800,7,14,10,2,21,7,0,58,1,0,1,4,0,5,1,1,1,5,0,2,6,4,6,8,1,0,0,6,0
Pinkshizballz,6801,3,1,3,0,7,5,3,0,0,3,2,1,49,1,0,0,0,6,3,5,0,2,0,5,1,0,0,1,0
